,image1,image2,similarity
56,../input/siim-covid19-detection/train/2e490d6ef2e1/1f6d51442b82/06f6423be3f9.dcm,../input/siim-covid19-detection/train/2e490d6ef2e1/c88ad162abd3/30b18db28900.dcm,1.0
57,../input/siim-covid19-detection/train/35521a34aebc/0086488e5dbb/550f057ee0b0.dcm,../input/siim-covid19-detection/train/35521a34aebc/dd0b27d942d4/2da1eb17b0b7.dcm,1.0
58,../input/siim-covid19-detection/train/3d33841de910/0a48877cb3b2/9fa8318fb7f6.dcm,../input/siim-covid19-detection/train/3d33841de910/e844f3b22b91/0dd32589bdc3.dcm,0.984375
59,../input/siim-covid19-detection/train/3f1e5e240522/8e08fa6f1190/ea516e218fe6.dcm,../input/siim-covid19-detection/train/3f1e5e240522/993775843800/66712e2fc6a4.dcm,1.0
60,../input/siim-covid19-detection/train/47a8d29668f2/22d86073daf5/93301812b0e7.dcm,../input/siim-covid19-detection/train/47a8d29668f2/b354f70a5bb9/7966f780f27f.dcm,1.0
61,../input/siim-covid19-detection/train/49374ea79cdd/5fc4fbdcff53/b5a415f70aa9.dcm,../input/siim-covid19-detection/train/49374ea79cdd/ad7989154d2a/1a0a148c030f.dcm,0.984375
62,../input/siim-covid19-detection/train/4ebaaa8b1eb2/69ec7d4cf725/2c130ee08736.dcm,../input/siim-covid19-detection/train/4ebaaa8b1eb2/c3f7aa3d1ea2/684230477525.dcm,1.0
63,../input/siim-covid19-detection/train/4ebaaa8b1eb2/69ec7d4cf725/2c130ee08736.dcm,../input/siim-covid19-detection/train/bc3e009078ca/6fcf6a95c1f6/d93b8a8335cf.dcm,1.0
64,../input/siim-covid19-detection/train/4ebaaa8b1eb2/c3f7aa3d1ea2/684230477525.dcm,../input/siim-covid19-detection/train/bc3e009078ca/6fcf6a95c1f6/d93b8a8335cf.dcm,1.0
65,../input/siim-covid19-detection/train/57081e4ab3b1/73cc2dcae3bc/d9456aadecbe.dcm,../input/siim-covid19-detection/train/57081e4ab3b1/b48d8cb43137/caa7fd25ee9d.dcm,1.0
66,../input/siim-covid19-detection/train/59d10129bc08/2b3e1994f14b/d342f75ccb55.dcm,../input/siim-covid19-detection/train/59d10129bc08/2f456f0b1367/39d52f244db3.dcm,1.0
67,../input/siim-covid19-detection/train/5c3c9a303c13/7cff383d4d08/a1fa5f79671d.dcm,../input/siim-covid19-detection/train/5c3c9a303c13/b90b4191d22c/1dc7459cb081.dcm,1.0
68,../input/siim-covid19-detection/train/5eb39b25e6a2/53fa98678e27/63c6e1324ac3.dcm,../input/siim-covid19-detection/train/5eb39b25e6a2/544dddefe329/611348a721f7.dcm,1.0
69,../input/siim-covid19-detection/train/6e4a0581cefe/018ed20fa9c8/04f41a8958f7.dcm,../input/siim-covid19-detection/train/6e4a0581cefe/416e15e074d2/deea6d6f81a5.dcm,0.9609375
70,../input/siim-covid19-detection/train/7064f1df2a5a/b0d0b514389c/41e9a794b342.dcm,../input/siim-covid19-detection/train/7064f1df2a5a/e65e1cc92269/2f973757eaa4.dcm,1.0
71,../input/siim-covid19-detection/train/74ba8f2badcb/51da3f27b9a8/cdd9e3aaf45a.dcm,../input/siim-covid19-detection/train/74ba8f2badcb/6452802696f6/93a881fb3292.dcm,1.0
72,../input/siim-covid19-detection/train/74ba8f2badcb/51da3f27b9a8/cdd9e3aaf45a.dcm,../input/siim-covid19-detection/train/74ba8f2badcb/b9e7a4279b83/0d4d6acc9ed3.dcm,1.0
73,../input/siim-covid19-detection/train/74ba8f2badcb/51da3f27b9a8/cdd9e3aaf45a.dcm,../input/siim-covid19-detection/train/74ba8f2badcb/c8755f476425/00e3a7e91a34.dcm,1.0
74,../input/siim-covid19-detection/train/74ba8f2badcb/6452802696f6/93a881fb3292.dcm,../input/siim-covid19-detection/train/74ba8f2badcb/b9e7a4279b83/0d4d6acc9ed3.dcm,1.0
75,../input/siim-covid19-detection/train/74ba8f2badcb/6452802696f6/93a881fb3292.dcm,../input/siim-covid19-detection/train/74ba8f2badcb/c8755f476425/00e3a7e91a34.dcm,1.0
76,../input/siim-covid19-detection/train/74ba8f2badcb/b9e7a4279b83/0d4d6acc9ed3.dcm,../input/siim-covid19-detection/train/74ba8f2badcb/c8755f476425/00e3a7e91a34.dcm,1.0
77,../input/siim-covid19-detection/train/76b5e2db22ba/234e99174aa1/fa447a409bd6.dcm,../input/siim-covid19-detection/train/76b5e2db22ba/504c0e3fe488/1b92142f4362.dcm,0.9609375
78,../input/siim-covid19-detection/train/79c3bf957d49/3c6987e96032/582c442e440b.dcm,../input/siim-covid19-detection/train/79c3bf957d49/fb07235d8e4f/4cbc17936e7d.dcm,0.97265625
79,../input/siim-covid19-detection/train/79c3bf957d49/aa1b93580de6/f7edf5c476c4.dcm,../input/siim-covid19-detection/train/79c3bf957d49/fb07235d8e4f/4cbc17936e7d.dcm,0.96875
80,../input/siim-covid19-detection/train/7c683e0b4100/4767183741c1/6e9fad584bff.dcm,../input/siim-covid19-detection/train/7c683e0b4100/cc21ebdf25d8/893fde8abd42.dcm,1.0
81,../input/siim-covid19-detection/train/7dfd6afee3e9/9d4cc02b1e1d/1419506711be.dcm,../input/siim-covid19-detection/train/7dfd6afee3e9/b51eb56ae812/ea2688741043.dcm,1.0
82,../input/siim-covid19-detection/train/81f6b4b343f7/542be1be3c12/b43de320e7d9.dcm,../input/siim-covid19-detection/train/81f6b4b343f7/84c1e7460c8d/0102b5cac730.dcm,1.0
83,../input/siim-covid19-detection/train/81f6b4b343f7/542be1be3c12/b43de320e7d9.dcm,../input/siim-covid19-detection/train/81f6b4b343f7/e5a1046cf2e2/b3ffe59e37c7.dcm,1.0
84,../input/siim-covid19-detection/train/81f6b4b343f7/84c1e7460c8d/0102b5cac730.dcm,../input/siim-covid19-detection/train/81f6b4b343f7/e5a1046cf2e2/b3ffe59e37c7.dcm,1.0
85,../input/siim-covid19-detection/train/842eea3e3951/24fda24ff5ec/ac212043ee3c.dcm,../input/siim-covid19-detection/train/842eea3e3951/4a182d3d84c9/7626c521cad7.dcm,0.953125
86,../input/siim-covid19-detection/train/84f7aa8afdc9/6e508e77ff18/6f5e70a99d77.dcm,../input/siim-covid19-detection/train/84f7aa8afdc9/856083589dac/08acae0bf785.dcm,1.0
87,../input/siim-covid19-detection/train/8943d1d85097/24f76a89447b/c3a09e8a600d.dcm,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,1.0
88,../input/siim-covid19-detection/train/8943d1d85097/24f76a89447b/c3a09e8a600d.dcm,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,1.0
89,../input/siim-covid19-detection/train/8943d1d85097/24f76a89447b/c3a09e8a600d.dcm,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,1.0
90,../input/siim-covid19-detection/train/8943d1d85097/24f76a89447b/c3a09e8a600d.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
91,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,1.0
92,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,1.0
93,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
94,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,1.0
95,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
96,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
97,../input/siim-covid19-detection/train/8d603dc4f0fc/13e2e83a2ce7/9939f63af4ff.dcm,../input/siim-covid19-detection/train/8d603dc4f0fc/59e05778f6d2/42f55c3da74f.dcm,1.0
98,../input/siim-covid19-detection/train/8e88d7565396/4ac4b724bb27/e3e2f20e0264.dcm,../input/siim-covid19-detection/train/8e88d7565396/adf36e3dd994/abb96ea8a826.dcm,0.98046875
99,../input/siim-covid19-detection/train/8f08039e8b7f/a3a672912ac4/c843d08b49b8.dcm,../input/siim-covid19-detection/train/8f08039e8b7f/be6ad55a171e/be65d1a22de5.dcm,1.0
100,../input/siim-covid19-detection/train/8f08039e8b7f/a3a672912ac4/c843d08b49b8.dcm,../input/siim-covid19-detection/train/c65ed6750934/c2e3588fb042/7be323e5f816.dcm,1.0
101,../input/siim-covid19-detection/train/8f08039e8b7f/be6ad55a171e/be65d1a22de5.dcm,../input/siim-covid19-detection/train/c65ed6750934/c2e3588fb042/7be323e5f816.dcm,1.0
102,../input/siim-covid19-detection/train/8f22d79a5ba0/131349d2c9da/a57bf6dd6119.dcm,../input/siim-covid19-detection/train/8f22d79a5ba0/778e3988e3c7/0c6b440ba98e.dcm,1.0
103,../input/siim-covid19-detection/train/8ffea46ac1bc/256b8c9f1146/19701de5ae89.dcm,../input/siim-covid19-detection/train/8ffea46ac1bc/429dd165e747/9fcbe25a88e0.dcm,1.0
104,../input/siim-covid19-detection/train/906b1c0633c1/afc9750c6452/40e1d57e03be.dcm,../input/siim-covid19-detection/train/906b1c0633c1/b92d8d986b72/59bc532be971.dcm,1.0
105,../input/siim-covid19-detection/train/9168dcefe508/687326615e53/717ea5155b46.dcm,../input/siim-covid19-detection/train/9168dcefe508/d552b06a358a/077c85f226d8.dcm,1.0
106,../input/siim-covid19-detection/train/92e8920ef425/405ce67caa59/2a7a456d367e.dcm,../input/siim-covid19-detection/train/92e8920ef425/956bc8ab994e/c64ddad4795a.dcm,1.0
107,../input/siim-covid19-detection/train/970c96c9fa5d/3ed9824012ec/8d4b3609ed92.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/4a97f07b84fb/f7c7683d6ed9.dcm,0.9921875
108,../input/siim-covid19-detection/train/970c96c9fa5d/3ed9824012ec/8d4b3609ed92.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/8a97cd4421d2/9872a8a48f23.dcm,0.9921875
109,../input/siim-covid19-detection/train/970c96c9fa5d/3ed9824012ec/8d4b3609ed92.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/c539c837a4b7/e738c549fe8e.dcm,1.0
110,../input/siim-covid19-detection/train/970c96c9fa5d/4a97f07b84fb/f7c7683d6ed9.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/8a97cd4421d2/9872a8a48f23.dcm,1.0
111,../input/siim-covid19-detection/train/970c96c9fa5d/4a97f07b84fb/f7c7683d6ed9.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/c539c837a4b7/e738c549fe8e.dcm,0.9921875
112,../input/siim-covid19-detection/train/970c96c9fa5d/8a97cd4421d2/9872a8a48f23.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/c539c837a4b7/e738c549fe8e.dcm,0.9921875
113,../input/siim-covid19-detection/train/98177d6d0db0/55585ce12cae/32ebc75d961e.dcm,../input/siim-covid19-detection/train/98177d6d0db0/e2038b24da06/149356f04849.dcm,1.0
114,../input/siim-covid19-detection/train/9d0157caf088/054366f39e38/6d36ffbc7864.dcm,../input/siim-covid19-detection/train/9d0157caf088/9b701acaa63c/df565bcf3504.dcm,1.0
115,../input/siim-covid19-detection/train/9f8d8f947beb/68e77eb9b262/a0178e3a0d8f.dcm,../input/siim-covid19-detection/train/9f8d8f947beb/c480be89187f/ce51b397b1a6.dcm,0.98828125
116,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,1.0
117,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,1.0
118,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,1.0
119,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
120,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,1.0
121,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,1.0
122,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
123,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,1.0
124,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
125,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
126,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,1.0
127,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,1.0
128,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,1.0
129,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
130,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,1.0
131,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,1.0
132,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
133,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,1.0
134,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
135,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
136,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,1.0
137,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,1.0
138,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,1.0
139,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,1.0
140,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,1.0
141,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
